locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALNBEDND_00480	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
ALNBEDND_00481	gene	468	yhcH_1			
ALNBEDND_00481	CDS	468	yhcH_1		COG2731	putative protein YhcH
ALNBEDND_00482	gene	999	dlgD			
ALNBEDND_00482	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
ALNBEDND_00483	gene	849	yiaJ			
ALNBEDND_00483	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
ALNBEDND_00484	gene	474	hyfA_1			
ALNBEDND_00484	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
ALNBEDND_00485	gene	1254	avtA			
ALNBEDND_00485	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
ALNBEDND_00486	gene	2031	malS			
ALNBEDND_00486	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
ALNBEDND_00487	gene	825				
ALNBEDND_00487	CDS	825				hypothetical protein
ALNBEDND_00488	gene	1179	xylR			
ALNBEDND_00488	CDS	1179	xylR			Xylose operon regulatory protein
ALNBEDND_00489	gene	1182	xylH			
ALNBEDND_00489	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
ALNBEDND_00490	gene	1542	xylG			
ALNBEDND_00490	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
ALNBEDND_00491	gene	993	xylF			
ALNBEDND_00491	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
ALNBEDND_00492	gene	1323	xylA			
ALNBEDND_00492	CDS	1323	xylA	5.3.1.5		Xylose isomerase
ALNBEDND_00493	gene	1455	xylB			
ALNBEDND_00493	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
ALNBEDND_00494	gene	342	yiaB			
ALNBEDND_00494	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
ALNBEDND_00495	gene	438	yiaA			
ALNBEDND_00495	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
ALNBEDND_00496	gene	996	wecH			
ALNBEDND_00496	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
ALNBEDND_00497	gene	300				
ALNBEDND_00497	CDS	300				hypothetical protein
ALNBEDND_00498	gene	912	glyQ			
ALNBEDND_00498	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ALNBEDND_00499	gene	2070	glyS			
ALNBEDND_00499	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
ALNBEDND_00500	gene	153	hokA			
ALNBEDND_00500	CDS	153	hokA			Protein HokA
ALNBEDND_00501	gene	213	cspA			
ALNBEDND_00501	CDS	213	cspA		COG1278	Cold shock protein CspA
ALNBEDND_00502	gene	291				
ALNBEDND_00502	CDS	291				hypothetical protein
ALNBEDND_00503	gene	711				
ALNBEDND_00503	CDS	711				hypothetical protein
ALNBEDND_00504	gene	975	ghrB			
ALNBEDND_00504	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
ALNBEDND_00505	gene	660	yiaD			
ALNBEDND_00505	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
ALNBEDND_00506	gene	2334	bisC			
ALNBEDND_00506	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
ALNBEDND_00507	gene	441	yiaC			
ALNBEDND_00507	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
ALNBEDND_00508	gene	564	tag			
ALNBEDND_00508	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
ALNBEDND_00509	gene	699				
ALNBEDND_00509	CDS	699				hypothetical protein
ALNBEDND_00510	gene	1209	yhjX			
ALNBEDND_00510	CDS	1209	yhjX			putative MFS-type transporter YhjX
ALNBEDND_00511	gene	1692	eptB			
ALNBEDND_00511	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
ALNBEDND_00512	gene	77				
ALNBEDND_00512	tRNA	77				tRNA-Pro(cgg)
ALNBEDND_00513	gene	1608	dppA			
ALNBEDND_00513	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
ALNBEDND_00514	gene	1020	dppB			
ALNBEDND_00514	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
ALNBEDND_00515	gene	903	dppC			
ALNBEDND_00515	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
ALNBEDND_00516	gene	984	dppD			
ALNBEDND_00516	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
ALNBEDND_00517	gene	1005	oppF			
ALNBEDND_00517	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
ALNBEDND_00518	gene	1272	yhjV			
ALNBEDND_00518	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
ALNBEDND_00519	gene	108	ldrD			
ALNBEDND_00519	CDS	108	ldrD			Small toxic polypeptide LdrD
ALNBEDND_00520	gene	1680	bcsG			
ALNBEDND_00520	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
ALNBEDND_00521	gene	192				
ALNBEDND_00521	CDS	192				hypothetical protein
ALNBEDND_00522	gene	1560	bcsE			
ALNBEDND_00522	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
ALNBEDND_00523	gene	189	yhjR			
ALNBEDND_00523	CDS	189	yhjR			Protein YhjR
ALNBEDND_00524	gene	357	bcsQ_1			
ALNBEDND_00524	CDS	357	bcsQ_1			Cellulose biosynthesis protein BcsQ
ALNBEDND_00525	gene	309	bcsQ_2			
ALNBEDND_00525	CDS	309	bcsQ_2			Cellulose biosynthesis protein BcsQ
ALNBEDND_00526	gene	2619	bcsA			
ALNBEDND_00526	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
ALNBEDND_00527	gene	2313	bcsB			
ALNBEDND_00527	CDS	2313	bcsB			Cyclic di-GMP-binding protein
ALNBEDND_00528	gene	1107	bcsZ			
ALNBEDND_00528	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
ALNBEDND_00529	gene	3474	bcsC			
ALNBEDND_00529	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
ALNBEDND_00530	gene	1950	pdeK			
ALNBEDND_00530	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
ALNBEDND_00531	gene	1287	dctA			
ALNBEDND_00531	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
ALNBEDND_00532	gene	1497	yhjJ			
ALNBEDND_00532	CDS	1497	yhjJ		COG0612	Protein YhjJ
ALNBEDND_00533	gene	930	kdgK_1			
ALNBEDND_00533	CDS	930	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
ALNBEDND_00534	gene	768	pdeH			
ALNBEDND_00534	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
ALNBEDND_00535	gene	2061				
ALNBEDND_00535	CDS	2061				hypothetical protein
ALNBEDND_00536	gene	1323	yhjE			
ALNBEDND_00536	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
ALNBEDND_00537	gene	1014	yhjD			
ALNBEDND_00537	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
ALNBEDND_00538	gene	972	dmlR_1			
ALNBEDND_00538	CDS	972	dmlR_1			HTH-type transcriptional regulator DmlR
ALNBEDND_00539	gene	603	yhjB			
ALNBEDND_00539	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
ALNBEDND_00540	gene	1650	treF			
ALNBEDND_00540	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
ALNBEDND_00541	gene	1398				
ALNBEDND_00541	CDS	1398				hypothetical protein
ALNBEDND_00542	gene	1401	gadA			
ALNBEDND_00542	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
ALNBEDND_00543	gene	825	gadX_1			
ALNBEDND_00543	CDS	825	gadX_1			HTH-type transcriptional regulator GadX
ALNBEDND_00544	gene	729	gadW			
ALNBEDND_00544	CDS	729	gadW			HTH-type transcriptional regulator GadW
ALNBEDND_00545	gene	3114	mdtF			
ALNBEDND_00545	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
ALNBEDND_00546	gene	1158	mdtE			
ALNBEDND_00546	CDS	1158	mdtE			Multidrug resistance protein MdtE
ALNBEDND_00547	gene	279				
ALNBEDND_00547	CDS	279				hypothetical protein
ALNBEDND_00548	gene	459	gadE			
ALNBEDND_00548	CDS	459	gadE			Transcriptional regulator GadE
ALNBEDND_00549	gene	276				
ALNBEDND_00549	CDS	276			COG1662	IS1 family transposase IS1A
ALNBEDND_00550	gene	378				
ALNBEDND_00550	CDS	378			COG1662	IS1 family transposase IS1A
ALNBEDND_00551	gene	429				
ALNBEDND_00551	CDS	429				ISAs1 family transposase ISEc1
ALNBEDND_00552	gene	246	yibA_2			
ALNBEDND_00552	CDS	246	yibA_2			Protein YibA
ALNBEDND_00553	gene	384				
ALNBEDND_00553	CDS	384				hypothetical protein
ALNBEDND_00554	gene	4236	rhsC_2			
ALNBEDND_00554	CDS	4236	rhsC_2		COG3209	Protein RhsC
ALNBEDND_00555	gene	402	nikR			
ALNBEDND_00555	CDS	402	nikR		COG0864	Nickel-responsive regulator
ALNBEDND_00556	gene	807	nikE			
ALNBEDND_00556	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
ALNBEDND_00557	gene	765	nikD			
ALNBEDND_00557	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
ALNBEDND_00558	gene	834	nikC			
ALNBEDND_00558	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
ALNBEDND_00559	gene	945	nikB			
ALNBEDND_00559	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
ALNBEDND_00560	gene	1575	nikA			
ALNBEDND_00560	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
ALNBEDND_00561	gene	588				
ALNBEDND_00561	CDS	588				hypothetical protein
ALNBEDND_00562	gene	1050	yhhT_1			
ALNBEDND_00562	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
ALNBEDND_00563	gene	1251	yhhS			
ALNBEDND_00563	CDS	1251	yhhS			putative MFS-type transporter YhhS
ALNBEDND_00564	gene	558				
ALNBEDND_00564	CDS	558				hypothetical protein
ALNBEDND_00565	gene	666	yhhQ			
ALNBEDND_00565	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
ALNBEDND_00566	gene	246	tusA			
ALNBEDND_00566	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
ALNBEDND_00567	gene	2199	zntA			
ALNBEDND_00567	CDS	2199	zntA	3.6.3.3	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
ALNBEDND_00568	gene	627				
ALNBEDND_00568	CDS	627				hypothetical protein
ALNBEDND_00569	gene	360				
ALNBEDND_00569	CDS	360				hypothetical protein
ALNBEDND_00570	gene	270				
ALNBEDND_00570	CDS	270				hypothetical protein
ALNBEDND_00571	gene	597	rsmD			
ALNBEDND_00571	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
ALNBEDND_00572	gene	1497	ftsY			
ALNBEDND_00572	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
ALNBEDND_00573	gene	669	ftsE			
ALNBEDND_00573	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
ALNBEDND_00574	gene	1059	ftsX			
ALNBEDND_00574	CDS	1059	ftsX		COG2177	Cell division protein FtsX
ALNBEDND_00575	gene	855	rpoH			
ALNBEDND_00575	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
ALNBEDND_00576	gene	1104	livJ			
ALNBEDND_00576	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
ALNBEDND_00577	gene	384	panZ			
ALNBEDND_00577	CDS	384	panZ			PanD regulatory factor
ALNBEDND_00578	gene	1110	livK			
ALNBEDND_00578	CDS	1110	livK		COG0683	Leucine-specific-binding protein
ALNBEDND_00579	gene	927	livH			
ALNBEDND_00579	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ALNBEDND_00580	gene	1278				
ALNBEDND_00580	CDS	1278				hypothetical protein
ALNBEDND_00581	gene	768	lptB_1			
ALNBEDND_00581	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ALNBEDND_00582	gene	714	livF			
ALNBEDND_00582	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
ALNBEDND_00583	gene	1317	ugpB			
ALNBEDND_00583	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
ALNBEDND_00584	gene	888	ugpA			
ALNBEDND_00584	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
ALNBEDND_00585	gene	846				
ALNBEDND_00585	CDS	846				hypothetical protein
ALNBEDND_00586	gene	1071	ugpC			
ALNBEDND_00586	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ALNBEDND_00587	gene	744	ugpQ			
ALNBEDND_00587	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
ALNBEDND_00588	gene	441	yhhA			
ALNBEDND_00588	CDS	441	yhhA			putative protein YhhA
ALNBEDND_00589	gene	1743	ggt			
ALNBEDND_00589	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
ALNBEDND_00590	gene	285				
ALNBEDND_00590	CDS	285				hypothetical protein
ALNBEDND_00591	gene	156				
ALNBEDND_00591	CDS	156				hypothetical protein
ALNBEDND_00592	gene	495				
ALNBEDND_00592	CDS	495				hypothetical protein
ALNBEDND_00593	gene	1179				
ALNBEDND_00593	CDS	1179				hypothetical protein
ALNBEDND_00594	gene	489	aaaT			
ALNBEDND_00594	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
ALNBEDND_00595	gene	1038	yhhX			
ALNBEDND_00595	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
ALNBEDND_00596	gene	696	yhhW			
ALNBEDND_00596	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
ALNBEDND_00597	gene	996	gntR			
ALNBEDND_00597	CDS	996	gntR			HTH-type transcriptional regulator GntR
ALNBEDND_00598	gene	528	gntK			
ALNBEDND_00598	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
ALNBEDND_00599	gene	1341	gntU			
ALNBEDND_00599	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
ALNBEDND_00600	gene	594				
ALNBEDND_00600	CDS	594				hypothetical protein
ALNBEDND_00601	gene	1104	asd			
ALNBEDND_00601	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
ALNBEDND_00602	gene	2187	glgB			
ALNBEDND_00602	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
ALNBEDND_00603	gene	1974	glgX			
ALNBEDND_00603	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
ALNBEDND_00604	gene	1296	glgC			
ALNBEDND_00604	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
ALNBEDND_00605	gene	1434	glgA			
ALNBEDND_00605	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
ALNBEDND_00606	gene	2448	malP_1			
ALNBEDND_00606	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
ALNBEDND_00607	gene	282				
ALNBEDND_00607	CDS	282				hypothetical protein
ALNBEDND_00608	gene	1506	glpD			
ALNBEDND_00608	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
ALNBEDND_00609	gene	327	glpE			
ALNBEDND_00609	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
ALNBEDND_00610	gene	831	glpG			
ALNBEDND_00610	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
ALNBEDND_00611	gene	759	glpR			
ALNBEDND_00611	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
ALNBEDND_00612	gene	1599	norR_1			
ALNBEDND_00612	CDS	1599	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
ALNBEDND_00613	gene	1227	rtcB			
ALNBEDND_00613	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
ALNBEDND_00614	gene	534	rtcA_1			
ALNBEDND_00614	CDS	534	rtcA_1	6.5.1.4		RNA 3'-terminal phosphate cyclase
ALNBEDND_00615	gene	522	rtcA_2			
ALNBEDND_00615	CDS	522	rtcA_2	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
ALNBEDND_00616	gene	2706	malT			
ALNBEDND_00616	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
ALNBEDND_00617	gene	2394	malP_2			
ALNBEDND_00617	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
ALNBEDND_00618	gene	2085	malQ			
ALNBEDND_00618	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
ALNBEDND_00619	gene	1317	gntT			
ALNBEDND_00619	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
ALNBEDND_00620	gene	576	nfuA			
ALNBEDND_00620	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
ALNBEDND_00621	gene	684	prs_1			
ALNBEDND_00621	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
ALNBEDND_00622	gene	771	bioH			
ALNBEDND_00622	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
ALNBEDND_00623	gene	879				
ALNBEDND_00623	CDS	879				ISNCY family transposase ISVsa17
ALNBEDND_00624	gene	237	feoC			
ALNBEDND_00624	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
ALNBEDND_00625	gene	2322	feoB			
ALNBEDND_00625	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
ALNBEDND_00626	gene	228	feoA			
ALNBEDND_00626	CDS	228	feoA		COG1918	Fe(2+) transport protein A
ALNBEDND_00627	gene	2322	yhgF			
ALNBEDND_00627	CDS	2322	yhgF		COG2183	Protein YhgF
ALNBEDND_00628	gene	477	greB			
ALNBEDND_00628	CDS	477	greB		COG0782	Transcription elongation factor GreB
ALNBEDND_00629	gene	720	ompR			
ALNBEDND_00629	CDS	720	ompR			Transcriptional regulatory protein OmpR
ALNBEDND_00630	gene	1353	envZ			
ALNBEDND_00630	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
ALNBEDND_00631	gene	1623	pckA			
ALNBEDND_00631	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
ALNBEDND_00632	gene	1725				
ALNBEDND_00632	CDS	1725				hypothetical protein
ALNBEDND_00633	gene	879	hslO			
ALNBEDND_00633	CDS	879	hslO		COG1281	33 kDa chaperonin
ALNBEDND_00634	gene	402	hslR			
ALNBEDND_00634	CDS	402	hslR		COG1188	Heat shock protein 15
ALNBEDND_00635	gene	669	yrfG			
ALNBEDND_00635	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
ALNBEDND_00636	gene	2136	yrfF			
ALNBEDND_00636	CDS	2136	yrfF			Putative membrane protein IgaA 
ALNBEDND_00637	gene	561	nudE			
ALNBEDND_00637	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
ALNBEDND_00638	gene	2553	mrcA			
ALNBEDND_00638	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
ALNBEDND_00639	gene	780				
ALNBEDND_00639	CDS	780				hypothetical protein
ALNBEDND_00640	gene	540				
ALNBEDND_00640	CDS	540				hypothetical protein
ALNBEDND_00641	gene	441				
ALNBEDND_00641	CDS	441				hypothetical protein
ALNBEDND_00642	gene	405				
ALNBEDND_00642	CDS	405				hypothetical protein
ALNBEDND_00643	gene	1209	pilQ			
ALNBEDND_00643	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
ALNBEDND_00644	gene	522	aroK			
ALNBEDND_00644	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
ALNBEDND_00645	gene	1089	aroB			
ALNBEDND_00645	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
ALNBEDND_00646	gene	1287	damX			
ALNBEDND_00646	CDS	1287	damX		COG3266	Cell division protein DamX
ALNBEDND_00647	gene	837	dam_1			
ALNBEDND_00647	CDS	837	dam_1	2.1.1.72	COG0338	DNA adenine methylase
ALNBEDND_00648	gene	678	rpe_1			
ALNBEDND_00648	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
ALNBEDND_00649	gene	759	gph			
ALNBEDND_00649	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
ALNBEDND_00650	gene	1005	trpS			
ALNBEDND_00650	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ALNBEDND_00651	gene	906				
ALNBEDND_00651	CDS	906				hypothetical protein
ALNBEDND_00652	gene	363				
ALNBEDND_00652	CDS	363				hypothetical protein
ALNBEDND_00653	gene	1164	yhfX			
ALNBEDND_00653	CDS	1164	yhfX		COG3457	putative protein YhfX
ALNBEDND_00654	gene	1227	deoB_1			
ALNBEDND_00654	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
ALNBEDND_00655	gene	879	php			
ALNBEDND_00655	CDS	879	php		COG1735	Phosphotriesterase homology protein
ALNBEDND_00656	gene	354				
ALNBEDND_00656	CDS	354				hypothetical protein
ALNBEDND_00657	gene	1305				
ALNBEDND_00657	CDS	1305				hypothetical protein
ALNBEDND_00658	gene	1086	yhfS			
ALNBEDND_00658	CDS	1086	yhfS			putative protein YhfS
ALNBEDND_00659	gene	732	frlR			
ALNBEDND_00659	CDS	732	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
ALNBEDND_00660	gene	786	frlD			
ALNBEDND_00660	CDS	786	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
ALNBEDND_00661	gene	831	frlC			
ALNBEDND_00661	CDS	831	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
ALNBEDND_00662	gene	1023	frlB			
ALNBEDND_00662	CDS	1023	frlB	3.5.-.-	COG2222	Fructoselysine 6-phosphate deglycase
ALNBEDND_00663	gene	1338	frlA			
ALNBEDND_00663	CDS	1338	frlA		COG0531	putative fructoselysine/psicoselysine transporter FrlA
ALNBEDND_00664	gene	168				
ALNBEDND_00664	CDS	168				hypothetical protein
ALNBEDND_00665	gene	1374	cysG			
ALNBEDND_00665	CDS	1374	cysG		COG0007	Siroheme synthase
ALNBEDND_00666	gene	807	nirC			
ALNBEDND_00666	CDS	807	nirC		COG2116	Nitrite transporter NirC
ALNBEDND_00667	gene	327	nirD			
ALNBEDND_00667	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
ALNBEDND_00668	gene	2544	nasD			
ALNBEDND_00668	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ALNBEDND_00669	gene	1182	tsgA			
ALNBEDND_00669	CDS	1182	tsgA		COG0477	Protein TsgA
ALNBEDND_00670	gene	573	ppiA			
ALNBEDND_00670	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
ALNBEDND_00671	gene	168	yhfG			
ALNBEDND_00671	CDS	168	yhfG			putative protein YhfG
ALNBEDND_00672	gene	603	fic			
ALNBEDND_00672	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
ALNBEDND_00673	gene	564	pabA			
ALNBEDND_00673	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
ALNBEDND_00674	gene	1221	argD			
ALNBEDND_00674	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
ALNBEDND_00675	gene	2091				
ALNBEDND_00675	CDS	2091				hypothetical protein
ALNBEDND_00676	gene	633	crp			
ALNBEDND_00676	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
ALNBEDND_00677	gene	405	yhfA			
ALNBEDND_00677	CDS	405	yhfA		COG1765	Protein YhfA
ALNBEDND_00678	gene	870	cfxP			
ALNBEDND_00678	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
ALNBEDND_00679	gene	219				
ALNBEDND_00679	CDS	219				hypothetical protein
ALNBEDND_00680	gene	1023				
ALNBEDND_00680	CDS	1023				hypothetical protein
ALNBEDND_00681	gene	1914	yheS			
ALNBEDND_00681	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
ALNBEDND_00682	gene	552	ywrO			
ALNBEDND_00682	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
ALNBEDND_00683	gene	1806	kefC_1			
ALNBEDND_00683	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
ALNBEDND_00684	gene	201				
ALNBEDND_00684	CDS	201				hypothetical protein
ALNBEDND_00685	gene	591	slyD			
ALNBEDND_00685	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ALNBEDND_00686	gene	219	slyX			
ALNBEDND_00686	CDS	219	slyX		COG2900	Protein SlyX 
ALNBEDND_00687	gene	813	fkpA			
ALNBEDND_00687	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
ALNBEDND_00688	gene	723	dauR			
ALNBEDND_00688	CDS	723	dauR		COG2964	Transcriptional regulator DauR
ALNBEDND_00689	gene	387	tusD			
ALNBEDND_00689	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
ALNBEDND_00690	gene	360	tusC			
ALNBEDND_00690	CDS	360	tusC		COG2923	Protein TusC
ALNBEDND_00691	gene	288	tusB			
ALNBEDND_00691	CDS	288	tusB		COG2168	Protein TusB
ALNBEDND_00692	gene	375	rpsL			
ALNBEDND_00692	CDS	375	rpsL		COG0048	30S ribosomal protein S12
ALNBEDND_00693	gene	471	rpsG			
ALNBEDND_00693	CDS	471	rpsG		COG0049	30S ribosomal protein S7
ALNBEDND_00694	gene	2115	fusA			
ALNBEDND_00694	CDS	2115	fusA		COG0480	Elongation factor G
ALNBEDND_00695	gene	1185	tuf1			
ALNBEDND_00695	CDS	1185	tuf1			Elongation factor Tu 1
ALNBEDND_00696	gene	2694	chiA			
ALNBEDND_00696	CDS	2694	chiA			putative bifunctional chitinase/lysozyme
ALNBEDND_00697	gene	195	bfd			
ALNBEDND_00697	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
ALNBEDND_00698	gene	477	bfr			
ALNBEDND_00698	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
ALNBEDND_00699	gene	678	gspO			
ALNBEDND_00699	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
ALNBEDND_00700	gene	462	gspM			
ALNBEDND_00700	CDS	462	gspM			Putative type II secretion system protein M
ALNBEDND_00701	gene	1164	gspL			
ALNBEDND_00701	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
ALNBEDND_00702	gene	984	gspK_1			
