locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODBLAICG_00502	gene	750	rsmE			
ODBLAICG_00502	CDS	750	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ODBLAICG_00503	gene	342				
ODBLAICG_00503	CDS	342				hypothetical protein
ODBLAICG_00504	gene	2235	relA			
ODBLAICG_00504	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
ODBLAICG_00505	gene	438	dtd			
ODBLAICG_00505	CDS	438	dtd	3.1.1.96		D-aminoacyl-tRNA deacylase
ODBLAICG_00506	gene	489				
ODBLAICG_00506	CDS	489				hypothetical protein
ODBLAICG_00507	gene	1197	metB_1			
ODBLAICG_00507	CDS	1197	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
ODBLAICG_00508	gene	1128	metI			
ODBLAICG_00508	CDS	1128	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
ODBLAICG_00509	gene	168				
ODBLAICG_00509	CDS	168				hypothetical protein
ODBLAICG_00510	gene	1014				
ODBLAICG_00510	CDS	1014				hypothetical protein
ODBLAICG_00511	gene	744	yxeO			
ODBLAICG_00511	CDS	744	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
ODBLAICG_00512	gene	672	tcyL			
ODBLAICG_00512	CDS	672	tcyL		COG0765	L-cystine transport system permease protein TcyL
ODBLAICG_00513	gene	705	yxeN			
ODBLAICG_00513	CDS	705	yxeN			putative amino-acid permease protein YxeN
ODBLAICG_00514	gene	837	tcyJ			
ODBLAICG_00514	CDS	837	tcyJ		COG0834	L-cystine-binding protein TcyJ
ODBLAICG_00515	gene	135				
ODBLAICG_00515	CDS	135				hypothetical protein
ODBLAICG_00516	gene	660	glnP			
ODBLAICG_00516	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
ODBLAICG_00517	gene	672	tcyB_1			
ODBLAICG_00517	CDS	672	tcyB_1		COG0765	L-cystine transport system permease protein TcyB
ODBLAICG_00518	gene	741	glnQ_2			
ODBLAICG_00518	CDS	741	glnQ_2			Glutamine transport ATP-binding protein GlnQ
ODBLAICG_00519	gene	855	glnH			
ODBLAICG_00519	CDS	855	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
ODBLAICG_00520	gene	744				
ODBLAICG_00520	CDS	744		1.1.1.51	COG1028	3-beta-hydroxysteroid dehydrogenase
ODBLAICG_00521	gene	1161	hom_1			
ODBLAICG_00521	CDS	1161	hom_1	1.1.1.3	COG0460	Homoserine dehydrogenase
ODBLAICG_00522	gene	825	metAA			
ODBLAICG_00522	CDS	825	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
ODBLAICG_00523	gene	1419	rocC			
ODBLAICG_00523	CDS	1419	rocC		COG0833	Amino-acid permease RocC
ODBLAICG_00524	gene	933	mmuM			
ODBLAICG_00524	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
ODBLAICG_00525	gene	840				
ODBLAICG_00525	CDS	840		2.7.1.-	COG3001	putative ketoamine kinase
ODBLAICG_00526	gene	981				
ODBLAICG_00526	CDS	981				hypothetical protein
ODBLAICG_00527	gene	1029				
ODBLAICG_00527	CDS	1029		6.3.1.20		Lipoate--protein ligase 2
ODBLAICG_00528	gene	1296	hisS			
ODBLAICG_00528	CDS	1296	hisS	6.1.1.21		Histidine--tRNA ligase
ODBLAICG_00529	gene	1776	aspS			
ODBLAICG_00529	CDS	1776	aspS	6.1.1.12		Aspartate--tRNA ligase
ODBLAICG_00530	gene	684				
ODBLAICG_00530	CDS	684				hypothetical protein
ODBLAICG_00531	gene	189	rpsU			
ODBLAICG_00531	CDS	189	rpsU			30S ribosomal protein S21
ODBLAICG_00532	gene	450	yqeY			
ODBLAICG_00532	CDS	450	yqeY		COG1610	putative protein YqeY
ODBLAICG_00533	gene	984				
ODBLAICG_00533	CDS	984			COG1702	PhoH-like protein
ODBLAICG_00534	gene	474	ybeY			
ODBLAICG_00534	CDS	474	ybeY	3.1.-.-		Endoribonuclease YbeY
ODBLAICG_00535	gene	399	dgkA			
ODBLAICG_00535	CDS	399	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
ODBLAICG_00536	gene	906	era			
ODBLAICG_00536	CDS	906	era		COG1159	GTPase Era
ODBLAICG_00537	gene	819	recO			
ODBLAICG_00537	CDS	819	recO		COG1381	DNA repair protein RecO
ODBLAICG_00538	gene	975	glyQ			
ODBLAICG_00538	CDS	975	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ODBLAICG_00539	gene	2079	glyS			
ODBLAICG_00539	CDS	2079	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
ODBLAICG_00540	gene	1896	dnaG			
ODBLAICG_00540	CDS	1896	dnaG	2.7.7.-		DNA primase
ODBLAICG_00541	gene	1143	sigA			
ODBLAICG_00541	CDS	1143	sigA		COG0568	RNA polymerase sigma factor SigA
ODBLAICG_00542	gene	843				
ODBLAICG_00542	CDS	843				IS3 family transposase ISLmo8
ODBLAICG_00543	gene	252				
ODBLAICG_00543	CDS	252				IS3 family transposase IS153
ODBLAICG_00544	gene	561				
ODBLAICG_00544	CDS	561				hypothetical protein
ODBLAICG_00545	gene	543				
ODBLAICG_00545	CDS	543				Stress response regulator gls24 
ODBLAICG_00546	gene	252				
ODBLAICG_00546	CDS	252				hypothetical protein
ODBLAICG_00547	gene	141				
ODBLAICG_00547	CDS	141				hypothetical protein
ODBLAICG_00548	gene	924				
ODBLAICG_00548	CDS	924			COG2826	IS30 family transposase IS1070
ODBLAICG_00549	gene	999				
ODBLAICG_00549	CDS	999			COG2826	IS30 family transposase ISSlu1
ODBLAICG_00550	gene	1287				
ODBLAICG_00550	CDS	1287				ISL3 family transposase ISL3
ODBLAICG_00551	gene	912	apbE			
ODBLAICG_00551	CDS	912	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
ODBLAICG_00552	gene	1008	dapF			
ODBLAICG_00552	CDS	1008	dapF	5.1.1.7		Diaminopimelate epimerase
ODBLAICG_00553	gene	1359	yclM			
ODBLAICG_00553	CDS	1359	yclM	2.7.2.4	COG0527	Aspartokinase 3
ODBLAICG_00554	gene	1320	lysA			
ODBLAICG_00554	CDS	1320	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
ODBLAICG_00555	gene	714	dapH_1			
ODBLAICG_00555	CDS	714	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
ODBLAICG_00556	gene	1155	ykuR			
ODBLAICG_00556	CDS	1155	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
ODBLAICG_00557	gene	936	dapA			
ODBLAICG_00557	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ODBLAICG_00558	gene	780	dapB			
ODBLAICG_00558	CDS	780	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
ODBLAICG_00559	gene	1185	dapX_1			
ODBLAICG_00559	CDS	1185	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
ODBLAICG_00560	gene	1053	asd			
ODBLAICG_00560	CDS	1053	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
ODBLAICG_00561	gene	1341	ntpJ			
ODBLAICG_00561	CDS	1341	ntpJ			Potassium/sodium uptake protein NtpJ
ODBLAICG_00562	gene	675	ktrA			
ODBLAICG_00562	CDS	675	ktrA		COG0569	Ktr system potassium uptake protein A
ODBLAICG_00563	gene	702	trmK			
ODBLAICG_00563	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
ODBLAICG_00564	gene	822				
ODBLAICG_00564	CDS	822			COG0327	GTP cyclohydrolase 1 type 2 
ODBLAICG_00565	gene	1242	pepT			
ODBLAICG_00565	CDS	1242	pepT	3.4.11.4		Peptidase T
ODBLAICG_00566	gene	204				
ODBLAICG_00566	CDS	204				hypothetical protein
ODBLAICG_00567	gene	3300	dnaE			
ODBLAICG_00567	CDS	3300	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
ODBLAICG_00568	gene	1422	pyk			
ODBLAICG_00568	CDS	1422	pyk	2.7.1.40	COG0469	Pyruvate kinase
ODBLAICG_00569	gene	888	cvfB			
ODBLAICG_00569	CDS	888	cvfB			Conserved virulence factor B
ODBLAICG_00570	gene	879	xerD_1			
ODBLAICG_00570	CDS	879	xerD_1			Tyrosine recombinase XerD
ODBLAICG_00571	gene	384				
ODBLAICG_00571	CDS	384				hypothetical protein
ODBLAICG_00572	gene	789	scpA			
ODBLAICG_00572	CDS	789	scpA		COG1354	Segregation and condensation protein A
ODBLAICG_00573	gene	588	scpB			
ODBLAICG_00573	CDS	588	scpB			Segregation and condensation protein B
ODBLAICG_00574	gene	726	rluB			
ODBLAICG_00574	CDS	726	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
ODBLAICG_00575	gene	579	ribU			
ODBLAICG_00575	CDS	579	ribU			Riboflavin transporter RibU
ODBLAICG_00576	gene	1038				
ODBLAICG_00576	CDS	1038				hypothetical protein
ODBLAICG_00577	gene	1458	recQ			
ODBLAICG_00577	CDS	1458	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
ODBLAICG_00578	gene	555				
ODBLAICG_00578	CDS	555				hypothetical protein
ODBLAICG_00579	gene	681	cmk			
ODBLAICG_00579	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
ODBLAICG_00580	gene	1233	rps1			
ODBLAICG_00580	CDS	1233	rps1		COG0539	30S ribosomal protein S1
ODBLAICG_00581	gene	1314	der			
ODBLAICG_00581	CDS	1314	der		COG1160	GTPase Der
ODBLAICG_00582	gene	276	hup			
ODBLAICG_00582	CDS	276	hup		COG0776	DNA-binding protein HU
ODBLAICG_00583	gene	1263	bepA			
ODBLAICG_00583	CDS	1263	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
ODBLAICG_00584	gene	858	xerC			
ODBLAICG_00584	CDS	858	xerC			Tyrosine recombinase XerC
ODBLAICG_00585	gene	1203	cca			
ODBLAICG_00585	CDS	1203	cca	2.7.7.72		CCA-adding enzyme
ODBLAICG_00586	gene	1887	ettA_1			
ODBLAICG_00586	CDS	1887	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
ODBLAICG_00587	gene	960	thyA			
ODBLAICG_00587	CDS	960	thyA	2.1.1.45	COG0207	Thymidylate synthase
ODBLAICG_00588	gene	504	dfrA			
ODBLAICG_00588	CDS	504	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
ODBLAICG_00589	gene	630				
ODBLAICG_00589	CDS	630				hypothetical protein
ODBLAICG_00590	gene	843				
ODBLAICG_00590	CDS	843			COG1307	DegV domain-containing protein
ODBLAICG_00591	gene	1179	pdxB_2			
ODBLAICG_00591	CDS	1179	pdxB_2	1.1.1.290		Erythronate-4-phosphate dehydrogenase
ODBLAICG_00592	gene	627	dapH_2			
ODBLAICG_00592	CDS	627	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
ODBLAICG_00593	gene	918				
ODBLAICG_00593	CDS	918				hypothetical protein
ODBLAICG_00594	gene	594				
ODBLAICG_00594	CDS	594				hypothetical protein
ODBLAICG_00595	gene	225				
ODBLAICG_00595	CDS	225				hypothetical protein
ODBLAICG_00596	gene	873	rbgA			
ODBLAICG_00596	CDS	873	rbgA		COG1161	Ribosome biogenesis GTPase A
ODBLAICG_00597	gene	771	rnhB			
ODBLAICG_00597	CDS	771	rnhB	3.1.26.4	COG0164	Ribonuclease HII
ODBLAICG_00598	gene	876				
ODBLAICG_00598	CDS	876				hypothetical protein
ODBLAICG_00599	gene	2127	topA			
ODBLAICG_00599	CDS	2127	topA	5.6.2.1		DNA topoisomerase 1
ODBLAICG_00600	gene	843	xerD_2			
ODBLAICG_00600	CDS	843	xerD_2			Tyrosine recombinase XerD
ODBLAICG_00601	gene	879	lacX			
ODBLAICG_00601	CDS	879	lacX			Protein LacX, plasmid
ODBLAICG_00602	gene	612	plsY			
ODBLAICG_00602	CDS	612	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
ODBLAICG_00603	gene	1998	parE			
ODBLAICG_00603	CDS	1998	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
ODBLAICG_00604	gene	2469	parC			
ODBLAICG_00604	CDS	2469	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
ODBLAICG_00605	gene	516	yagU			
ODBLAICG_00605	CDS	516	yagU		COG3477	Inner membrane protein YagU
ODBLAICG_00606	gene	933	ppaC			
ODBLAICG_00606	CDS	933	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
ODBLAICG_00607	gene	393				
ODBLAICG_00607	CDS	393				hypothetical protein
ODBLAICG_00608	gene	426	msrB			
ODBLAICG_00608	CDS	426	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
ODBLAICG_00609	gene	510	ywnH			
ODBLAICG_00609	CDS	510	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
ODBLAICG_00610	gene	459	msrC			
ODBLAICG_00610	CDS	459	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
ODBLAICG_00611	gene	1359	pucI			
ODBLAICG_00611	CDS	1359	pucI		COG1953	putative allantoin permease
ODBLAICG_00612	gene	1239	codA			
ODBLAICG_00612	CDS	1239	codA	3.5.4.1	COG0402	Cytosine deaminase
ODBLAICG_00613	gene	1710				
ODBLAICG_00613	CDS	1710				hypothetical protein
ODBLAICG_00614	gene	351				
ODBLAICG_00614	CDS	351				hypothetical protein
ODBLAICG_00615	gene	1347	rarA			
ODBLAICG_00615	CDS	1347	rarA		COG2256	Replication-associated recombination protein A
ODBLAICG_00616	gene	681	ydfK_2			
ODBLAICG_00616	CDS	681	ydfK_2		COG1811	putative membrane protein YdfK
ODBLAICG_00617	gene	1350	yhjX			
ODBLAICG_00617	CDS	1350	yhjX			putative MFS-type transporter YhjX
ODBLAICG_00618	gene	204				
ODBLAICG_00618	CDS	204				hypothetical protein
ODBLAICG_00619	gene	291				
ODBLAICG_00619	CDS	291				hypothetical protein
ODBLAICG_00620	gene	864	clcA_2			
ODBLAICG_00620	CDS	864	clcA_2			H(+)/Cl(-) exchange transporter ClcA
ODBLAICG_00621	gene	306	clcA_3			
ODBLAICG_00621	CDS	306	clcA_3			H(+)/Cl(-) exchange transporter ClcA
ODBLAICG_00622	gene	1227	odh			
ODBLAICG_00622	CDS	1227	odh	1.5.1.28		Opine dehydrogenase
ODBLAICG_00623	gene	765				
ODBLAICG_00623	CDS	765				hypothetical protein
ODBLAICG_00624	gene	1479	arcD_1			
ODBLAICG_00624	CDS	1479	arcD_1		COG0531	Arginine/ornithine antiporter
ODBLAICG_00625	gene	1032	ilvE_2			
ODBLAICG_00625	CDS	1032	ilvE_2	2.6.1.42		putative branched-chain-amino-acid aminotransferase
ODBLAICG_00626	gene	642	lacA_1			
ODBLAICG_00626	CDS	642	lacA_1	2.3.1.18	COG0110	Galactoside O-acetyltransferase
ODBLAICG_00627	gene	567	maa_1			
ODBLAICG_00627	CDS	567	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
ODBLAICG_00628	gene	504				
ODBLAICG_00628	CDS	504				hypothetical protein
ODBLAICG_00629	gene	558	pyrE_1			
ODBLAICG_00629	CDS	558	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
ODBLAICG_00630	gene	1095	ygcS			
ODBLAICG_00630	CDS	1095	ygcS			Inner membrane metabolite transport protein YgcS
ODBLAICG_00631	gene	249				
ODBLAICG_00631	CDS	249				hypothetical protein
ODBLAICG_00632	gene	1068				
ODBLAICG_00632	CDS	1068		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
ODBLAICG_00633	gene	1137	vioD_2			
ODBLAICG_00633	CDS	1137	vioD_2	4.2.1.145		Capreomycidine synthase
ODBLAICG_00634	gene	141				
ODBLAICG_00634	CDS	141				hypothetical protein
ODBLAICG_00635	gene	897				
ODBLAICG_00635	CDS	897				hypothetical protein
ODBLAICG_00636	gene	855				
ODBLAICG_00636	CDS	855				hypothetical protein
ODBLAICG_00637	gene	525				
ODBLAICG_00637	CDS	525				hypothetical protein
ODBLAICG_00638	gene	90				
ODBLAICG_00638	CDS	90				hypothetical protein
ODBLAICG_00639	gene	183				
ODBLAICG_00639	CDS	183				hypothetical protein
ODBLAICG_00640	gene	927				
ODBLAICG_00640	CDS	927				hypothetical protein
ODBLAICG_00641	gene	873	yvgN_1			
ODBLAICG_00641	CDS	873	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
ODBLAICG_00642	gene	486	hmpT			
ODBLAICG_00642	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
ODBLAICG_00643	gene	831	pdxK_2			
ODBLAICG_00643	CDS	831	pdxK_2	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
ODBLAICG_00644	gene	588	icd_1			
ODBLAICG_00644	CDS	588	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
ODBLAICG_00645	gene	519	icd_2			
ODBLAICG_00645	CDS	519	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
ODBLAICG_00646	gene	612				
ODBLAICG_00646	CDS	612				hypothetical protein
ODBLAICG_00647	gene	1080	xerS			
ODBLAICG_00647	CDS	1080	xerS		COG0582	Tyrosine recombinase XerS
ODBLAICG_00648	gene	927	yxeI_1			
ODBLAICG_00648	CDS	927	yxeI_1		COG3049	putative protein YxeI
ODBLAICG_00649	gene	1179	patB			
ODBLAICG_00649	CDS	1179	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
ODBLAICG_00650	gene	1164				
ODBLAICG_00650	CDS	1164				IS200/IS605 family transposase ISLhe65
ODBLAICG_00651	gene	1053	gutB			
ODBLAICG_00651	CDS	1053	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
ODBLAICG_00652	gene	960				
ODBLAICG_00652	CDS	960				hypothetical protein
ODBLAICG_00653	gene	630	opuCB_1			
ODBLAICG_00653	CDS	630	opuCB_1		COG1174	Carnitine transport permease protein OpuCB
ODBLAICG_00654	gene	768	opuCA			
ODBLAICG_00654	CDS	768	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
ODBLAICG_00655	gene	645	opuCB_2			
ODBLAICG_00655	CDS	645	opuCB_2		COG1174	Carnitine transport permease protein OpuCB
ODBLAICG_00656	gene	903	yehZ			
ODBLAICG_00656	CDS	903	yehZ		COG1732	Glycine betaine-binding protein YehZ
ODBLAICG_00657	gene	345	ywnA_2			
ODBLAICG_00657	CDS	345	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
ODBLAICG_00658	gene	426				
ODBLAICG_00658	CDS	426				hypothetical protein
ODBLAICG_00659	gene	537	paiA_1			
ODBLAICG_00659	CDS	537	paiA_1	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
ODBLAICG_00660	gene	594				
ODBLAICG_00660	CDS	594				hypothetical protein
ODBLAICG_00661	gene	399				
ODBLAICG_00661	CDS	399				hypothetical protein
ODBLAICG_00662	gene	1251				
ODBLAICG_00662	CDS	1251				IS200/IS605 family transposase ISMmu1
ODBLAICG_00663	gene	453				
ODBLAICG_00663	CDS	453				hypothetical protein
ODBLAICG_00664	gene	357				
ODBLAICG_00664	CDS	357				hypothetical protein
ODBLAICG_00665	gene	591	betI			
ODBLAICG_00665	CDS	591	betI			HTH-type transcriptional regulator BetI
ODBLAICG_00666	gene	585				
ODBLAICG_00666	CDS	585				hypothetical protein
ODBLAICG_00667	gene	786	ydjP			
ODBLAICG_00667	CDS	786	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
ODBLAICG_00668	gene	1434	citG			
ODBLAICG_00668	CDS	1434	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
ODBLAICG_00669	gene	837	sorC			
ODBLAICG_00669	CDS	837	sorC		COG2390	Sorbitol operon regulator
ODBLAICG_00670	gene	1122	xylB_1			
ODBLAICG_00670	CDS	1122	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
ODBLAICG_00671	gene	246				
ODBLAICG_00671	CDS	246				hypothetical protein
ODBLAICG_00672	gene	945				
ODBLAICG_00672	CDS	945		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
ODBLAICG_00673	gene	579				
ODBLAICG_00673	CDS	579				hypothetical protein
ODBLAICG_00674	gene	384				
ODBLAICG_00674	CDS	384		3.1.2.-	COG2050	Putative esterase
ODBLAICG_00675	gene	822	menB			
ODBLAICG_00675	CDS	822	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
ODBLAICG_00676	gene	1425	menE			
ODBLAICG_00676	CDS	1425	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
ODBLAICG_00677	gene	1194	sauU			
ODBLAICG_00677	CDS	1194	sauU			putative sulfoacetate transporter SauU
ODBLAICG_00678	gene	1071	adh_1			
ODBLAICG_00678	CDS	1071	adh_1	1.1.1.80		NADP-dependent isopropanol dehydrogenase
ODBLAICG_00679	gene	1143	metB_2			
ODBLAICG_00679	CDS	1143	metB_2	2.5.1.48	COG0626	Cystathionine gamma-synthase
ODBLAICG_00680	gene	912	cysM			
ODBLAICG_00680	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase
ODBLAICG_00681	gene	267				
ODBLAICG_00681	CDS	267				hypothetical protein
ODBLAICG_00682	gene	1344				
ODBLAICG_00682	CDS	1344				hypothetical protein
ODBLAICG_00683	gene	933				
ODBLAICG_00683	CDS	933				hypothetical protein
ODBLAICG_00684	gene	393				
ODBLAICG_00684	CDS	393				FMN-binding protein
ODBLAICG_00685	gene	369				
ODBLAICG_00685	CDS	369				hypothetical protein
ODBLAICG_00686	gene	882				
ODBLAICG_00686	CDS	882				hypothetical protein
ODBLAICG_00687	gene	183				
ODBLAICG_00687	CDS	183				hypothetical protein
ODBLAICG_00688	gene	363				
ODBLAICG_00688	CDS	363				hypothetical protein
ODBLAICG_00689	gene	918	yicL_1			
ODBLAICG_00689	CDS	918	yicL_1		COG0697	putative inner membrane transporter YicL
ODBLAICG_00690	gene	585				
ODBLAICG_00690	CDS	585				hypothetical protein
ODBLAICG_00691	gene	1854	urdA_1			
ODBLAICG_00691	CDS	1854	urdA_1	1.3.99.33		Urocanate reductase
ODBLAICG_00692	gene	927	argP			
ODBLAICG_00692	CDS	927	argP			HTH-type transcriptional regulator ArgP
ODBLAICG_00693	gene	858				
ODBLAICG_00693	CDS	858				hypothetical protein
ODBLAICG_00694	gene	1173	thlA			
ODBLAICG_00694	CDS	1173	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
ODBLAICG_00695	gene	1101				
ODBLAICG_00695	CDS	1101				hypothetical protein
ODBLAICG_00696	gene	741				
ODBLAICG_00696	CDS	741				hypothetical protein
ODBLAICG_00697	gene	498	ypjQ			
ODBLAICG_00697	CDS	498	ypjQ		COG1267	putative protein YpjQ
ODBLAICG_00698	gene	1053	pbpX			
ODBLAICG_00698	CDS	1053	pbpX		COG1680	Putative penicillin-binding protein PbpX
ODBLAICG_00699	gene	1200				
ODBLAICG_00699	CDS	1200				hypothetical protein
ODBLAICG_00700	gene	177				
ODBLAICG_00700	CDS	177				hypothetical protein
ODBLAICG_00701	gene	858				
ODBLAICG_00701	CDS	858				hypothetical protein
ODBLAICG_00702	gene	2349				
ODBLAICG_00702	CDS	2349				hypothetical protein
ODBLAICG_00703	gene	888	mmgB			
ODBLAICG_00703	CDS	888	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
ODBLAICG_00704	gene	888	endA			
ODBLAICG_00704	CDS	888	endA	3.1.30.-		DNA-entry nuclease
ODBLAICG_00705	gene	1371	pepDA_1			
ODBLAICG_00705	CDS	1371	pepDA_1	3.4.-.-	COG4690	Dipeptidase A
ODBLAICG_00706	gene	696				
ODBLAICG_00706	CDS	696				hypothetical protein
ODBLAICG_00707	gene	1386	yifK_2			
ODBLAICG_00707	CDS	1386	yifK_2		COG1113	putative transport protein YifK
ODBLAICG_00708	gene	963				
ODBLAICG_00708	CDS	963				hypothetical protein
ODBLAICG_00709	gene	1779	dxs_1			
ODBLAICG_00709	CDS	1779	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ODBLAICG_00710	gene	1236				
ODBLAICG_00710	CDS	1236				hypothetical protein
ODBLAICG_00711	gene	681				
ODBLAICG_00711	CDS	681				hypothetical protein
ODBLAICG_00712	gene	480	ndk			
ODBLAICG_00712	CDS	480	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
ODBLAICG_00713	gene	549				
ODBLAICG_00713	CDS	549				hypothetical protein
ODBLAICG_00714	gene	552	padC			
ODBLAICG_00714	CDS	552	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
ODBLAICG_00715	gene	273				
ODBLAICG_00715	CDS	273				hypothetical protein
ODBLAICG_00716	gene	1113				
ODBLAICG_00716	CDS	1113				hypothetical protein
ODBLAICG_00717	gene	86				
ODBLAICG_00717	tRNA	86				tRNA-Leu(aag)
ODBLAICG_00718	gene	1164				
ODBLAICG_00718	CDS	1164				IS200/IS605 family transposase ISLhe65
ODBLAICG_00719	gene	831	artP_1			
ODBLAICG_00719	CDS	831	artP_1		COG0834	Arginine-binding extracellular protein ArtP
ODBLAICG_00720	gene	1374	gshAB_1			
ODBLAICG_00720	CDS	1374	gshAB_1			Glutathione biosynthesis bifunctional protein GshAB
ODBLAICG_00721	gene	1185	lysN			
ODBLAICG_00721	CDS	1185	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
ODBLAICG_00722	gene	711	guaD_1			
ODBLAICG_00722	CDS	711	guaD_1	3.5.4.3	COG0402	Guanine deaminase
ODBLAICG_00723	gene	597	guaD_2			
ODBLAICG_00723	CDS	597	guaD_2	3.5.4.3	COG0402	Guanine deaminase
ODBLAICG_00724	gene	1152	dapE_1			
ODBLAICG_00724	CDS	1152	dapE_1	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
ODBLAICG_00725	gene	150				
ODBLAICG_00725	CDS	150				hypothetical protein
ODBLAICG_00726	gene	267				
ODBLAICG_00726	CDS	267				hypothetical protein
ODBLAICG_00727	gene	417	arsC_1			
ODBLAICG_00727	CDS	417	arsC_1	1.20.4.4		Arsenate reductase
ODBLAICG_00728	gene	453				
ODBLAICG_00728	CDS	453				hypothetical protein
ODBLAICG_00729	gene	1251				
ODBLAICG_00729	CDS	1251				IS200/IS605 family transposase ISMmu1
ODBLAICG_00730	gene	345	glpQ1			
ODBLAICG_00730	CDS	345	glpQ1	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 1
ODBLAICG_00731	gene	339				
ODBLAICG_00731	CDS	339				hypothetical protein
ODBLAICG_00732	gene	507				
ODBLAICG_00732	CDS	507				hypothetical protein
ODBLAICG_00733	gene	768	fetB			
ODBLAICG_00733	CDS	768	fetB		COG0390	putative iron export permease protein FetB
ODBLAICG_00734	gene	642	fetA			
ODBLAICG_00734	CDS	642	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
ODBLAICG_00735	gene	1251				
ODBLAICG_00735	CDS	1251				IS200/IS605 family transposase ISLjo5
ODBLAICG_00736	gene	456				
ODBLAICG_00736	CDS	456				hypothetical protein
ODBLAICG_00737	gene	1683	alsS			
